0,1
0.62425405,0.055831604
0.39168772,0.07210722
0.434899,0.039972477
0.3736344,0.06577857
0.6449391,0.04609628
0.822867,0.11931205
0.48900428,0.053808875
0.5648305,0.06897361
0.26031056,0.054070257
0.43285295,0.063650474
0.7560265,0.07216863
0.52609205,0.072380275
0.37711152,0.051464275
0.29039136,-0.009671586
0.9527458,0.03737136
1.077564,0.08233696
0.8302313,0.06865566
0.62038153,0.07184583
0.8429517,0.122290574
0.73594177,0.06919011
0.63494307,0.11281665
0.6929355,0.09031095
0.57850873,-0.023074968
0.52884585,0.15207979
0.52056885,0.11037257
0.4064543,0.10206413
0.55524445,0.11366616
0.64086163,0.073124416
0.6035689,0.06556693
0.42937574,0.07796477
0.40869066,0.08770009
0.63088024,0.11951691
0.8795367,0.026470536
0.9719852,0.03860019
0.42898044,0.07966471
0.49208614,0.041194513
0.69988984,0.06168236
0.6303629,0.025453331
0.3012854,0.036299556
0.5832792,0.07360232
0.60377395,0.054553017
0.04192523,0.09268875
0.37955293,0.026086336
0.58663327,0.140588
0.724705,0.13586073
0.36936662,0.08349273
0.7379732,0.065839976
0.41460922,0.04800786
0.73757786,0.06753992
0.5275378,0.061416104
0.75015247,0.76918304
0.63926995,0.7320968
0.6850153,0.81100327
0.13797823,0.64104885
0.49934253,0.7698159
0.3613391,0.6880937
0.65240055,0.7637038
0.09092488,0.47147858
0.56466997,0.7373096
0.23713586,0.61008644
-0.05084368,0.5218619
0.47428223,0.6811741
0.20270532,0.62125635
0.46671292,0.74284434
0.39859387,0.56438154
0.6611959,0.72241116
0.41341296,0.70528024
0.35963568,0.5991299
0.2110349,0.7739054
0.24428049,0.5907718
0.5298859,0.79498816
0.44433925,0.64328814
0.3395206,0.81387067
0.43532416,0.71592253
0.5332958,0.6900599
0.6036134,0.72288907
0.5548789,0.7930161
0.5993982,0.8515451
0.44807395,0.72890174
0.3130997,0.5236233
0.18853912,0.57858557
0.19425267,0.5499072
0.3555729,0.6058302
0.35488746,0.8311137
0.37651557,0.6960228
0.63987035,0.7193829
0.65180016,0.7764177
0.27820343,0.7287349
0.4285222,0.62259537
0.21624574,0.63083565
0.2518877,0.6603712
0.5076878,0.7250737
0.31459805,0.62360096
0.07023979,0.48121387
0.30927983,0.65057933
0.4490023,0.62387395
0.40599605,0.6449948
0.49639842,0.68080246
0.16860676,0.45365134
0.3687034,0.63743734
0.5936142,1.0724652
0.30637264,0.86989903
0.6411333,1.0480937
0.47155073,0.9301356
0.5284098,1.0236715
0.7204892,1.1598859
0.08085839,0.7304408
0.64315,1.0650713
0.3851282,0.9944051
0.8752126,1.1114678
0.6273098,0.8927812
0.41338262,0.9229995
0.59315157,0.9835512
0.20762503,0.87883365
0.32614407,0.94486356
0.5935616,0.9615234
0.5494229,0.9216224
1.0462946,1.1523402
0.5691346,1.2549618
0.16493216,0.8279685
0.6784407,1.0353234
0.30841875,0.84622097
0.6627017,1.1713778
0.4061707,0.8517002
0.6884221,0.9889308
0.7476258,1.0071306
0.42869684,0.82930076
0.48667464,0.8271229
0.43924817,0.9879136
0.6807854,0.95998716
0.62227464,1.0654929
1.09646,1.0915768
0.43537572,1.0039278
0.45323977,0.823879
0.33274195,0.8721411
0.7403983,1.1332226
0.6439848,1.000688
0.57010806,0.91188705
0.470067,0.80983007
0.65257514,0.97040915
0.60037816,1.0345227
0.65035343,0.96444535
0.30637264,0.86989903
0.65630984,1.0560229
0.67293215,1.0529878
0.57248116,0.9729587
0.32218966,0.8905917
0.5472012,0.91565853
0.6330907,0.95471686
0.44609514,0.84319365
