0,1,2
-3.205985e-05,0.32585347,-1.1153924
0.384917,0.5537438,-1.0889381
-0.3926005,0.25689715,0.12583065
0.25745195,0.650112,0.16920973
-0.06237047,0.24545158,0.1804115
0.2480483,0.66499156,0.1653602
-0.36225098,-0.056238163,0.17891528
0.4147855,0.7600456,0.17733459
-0.23881087,-0.8455122,-0.973045
0.22931886,0.47264743,0.1919481
-0.13347554,-0.8376431,-0.95739746
0.48355907,0.54142374,0.22203298
-0.23560596,-0.47897848,0.26432878
0.26526934,0.63069075,0.17326601
-0.19576076,-0.21591401,-1.0633601
0.3760756,0.5218538,-1.0856724
-0.09447565,0.13114071,0.19272022
0.255905,0.4805901,-1.0985894
-0.018654875,-0.4259144,-1.0027466
0.4804743,0.53650594,0.2221059
0.0063157454,-0.03126431,-1.0596989
0.33306828,0.42204636,-1.077347
-0.3407818,-0.29021183,0.21812208
0.34550777,0.29686746,-1.0560864
-0.23999083,-0.39868826,0.2508523
0.42806372,0.39764947,-1.0585676
-0.0929872,-0.094752,0.22748147
0.24835375,0.13722344,-1.0471468
-0.10968479,0.0038310103,0.20954739
0.36771834,0.7192263,0.17557083
-0.22054309,-0.7512488,-0.98519576
0.23846912,0.6715401,0.16219164
-0.22881216,-0.6036394,-1.0094424
0.50628376,0.6939388,-1.0920093
-0.24161598,-0.29217827,0.2339155
0.31559348,0.724048,0.16629054
-0.2256462,-0.12605388,0.21078788
0.2608745,0.48471218,0.19441701
-0.15038419,0.058431428,0.19422214
0.26529217,0.70794386,0.16053136
-0.014296554,-0.49023998,0.30062866
0.52471715,0.57026446,-1.0702136
0.061577,-0.2912355,-1.0114553
0.1612469,0.38859794,0.19306074
-0.10552447,-0.20000733,0.24118887
0.18479687,0.56076854,0.17026155
0.1429202,-0.047151554,0.25732303
0.028350718,0.38276345,0.1726393
-0.013395391,0.30879962,0.1773706
-0.009748392,0.26694795,0.18441288
0.116857834,-0.044740606,0.25268286
0.25660673,0.17791885,-1.0527784
0.10369045,0.34514552,0.19036053
0.30551627,-0.36577696,-0.961095
0.056629457,-0.11024736,0.25310242
0.11114047,-0.23669294,-1.0121303
0.10534454,-0.0986848,0.2590683
0.19814906,-0.6645732,-0.9322205
0.07365603,0.4107101,0.17529075
0.17196998,-0.32900745,-0.98829114
0.29375568,-0.6205225,-0.9238099
0.19167843,0.44027305,-1.1038501
0.15717319,-0.41952506,0.31673223
0.197018,-0.102532044,0.2741928
0.23859504,-0.50540143,-0.9505012
0.22916642,0.48764098,-1.1052549
0.096750386,0.070226535,0.23143433
0.12418074,-0.46576434,0.31853837
0.2309899,0.4667151,-1.1017338
0.049456038,0.2811435,0.19131522
0.2891725,-0.62581646,-0.9238707
0.03291393,-0.06448011,0.24195512
0.12166823,-0.29118297,0.291099
0.18521851,-0.24622597,0.2943344
0.20397738,-0.44513088,-0.96563184
0.20735213,0.290379,-1.0785941
0.1366241,0.04989898,0.24066587
0.17840949,-0.04111736,-1.0320714
0.0874284,0.5038451,0.16273864
0.044053294,-0.104451045,0.24966632
0.23664483,-0.3775894,-0.9708254
0.23831275,0.045691278,-1.0358783
0.1640937,-0.65107214,-0.9402359
0.056740023,-0.0288287,0.2400273
0.12917453,0.577809,0.15800731
0.17484024,-0.22136894,-1.0048265
0.20474765,-0.12611876,0.27858955
0.11733616,0.5451667,0.16100542
0.18610975,0.32654485,0.20570384
0.08818514,-0.09818263,0.25557137
0.20421422,-0.41666967,0.32324535
0.08223442,0.37617493,-1.1121027
0.21106693,-0.19984472,-1.0026374
0.018475331,0.0732936,0.21785437
0.022044577,0.2535452,0.19060962
0.19453874,0.32164273,-1.0857581
0.0947902,-0.028230269,0.24573766
0.08555601,0.40955383,0.17670147
0.14901504,-0.24442557,-1.0057389
0.16150734,0.386455,-1.1010954
-0.0004486069,0.43620765,0.15872477
0.1105128,-0.06290726,0.2535097
0.33949658,-0.5324592,-0.9308462
0.2284185,0.2998106,-1.0770617
0.27943763,-0.17506132,-0.9956133
0.0049830154,0.48448175,0.15214469
0.16116801,-0.4054256,0.31442726
0.19926748,-0.3435387,-0.9824957
0.1975607,-0.6557677,-0.93458635
0.23930678,-0.58180386,-0.9393177
0.27379772,-0.5351884,-0.94099003
0.11177788,0.60377866,0.15078251
0.038979508,0.12949474,0.21227159
0.13694337,0.389242,-1.1056018
0.058479615,0.58692235,0.14475577
0.07846037,0.5788413,0.14920129
0.09514413,-0.3868528,0.30089605
0.21487302,0.008867931,0.25899518
0.076259024,-0.13499026,0.25890994
0.20153618,-0.02415051,0.26185948
0.24681297,0.287188,-1.0724094
0.025317617,0.11777833,0.21174856
0.19537672,0.19228269,0.22737788
0.5894437,0.26161516,-1.0137115
-0.097404264,0.36214775,0.1542487
0.35295743,0.50301754,0.20460306
0.09133194,-0.1809918,-1.0252421
0.6305786,0.26713133,-1.0080739
-0.09737889,-0.66994363,-0.9799965
0.4453592,0.18053445,-1.0243601
-0.13741818,-0.43167835,-1.0231745
0.4471827,0.15960863,-1.020839
-0.045367263,0.3531605,0.16386952
0.30148268,0.4652353,0.20209746
-0.21997029,0.108382,-1.1198264
0.4536707,0.6166443,0.20304625
-0.25434494,-0.2174599,0.21842574
0.41925785,0.293997,-1.0461438
-0.1749022,0.16179614,-1.1209029
0.32085225,0.38870662,0.21691178
-0.24579972,-0.5015884,0.26354373
0.6038273,0.42319787,-1.0366323
0.020568855,0.33042213,0.17774121
0.454558,0.54857284,0.21354882
-0.14130855,0.05021439,-1.0984503
0.63584465,0.5333432,-1.0486006
0.1185189,-0.2769417,-1.0063715
0.3380344,0.4654575,0.20767407
-0.12890834,0.09001568,0.19081615
0.5847338,0.36320728,-1.0305753
